,loss,mean_squared_error,auc,val_loss,val_mean_squared_error,val_auc
0,0.3346133232116699,0.10375340282917023,0.9284963607788086,0.9631369709968567,0.30251169204711914,0.8579888343811035
1,0.33633601665496826,0.10411445051431656,0.9283232688903809,0.5499207377433777,0.18269921839237213,0.8947451114654541
2,0.33168748021125793,0.10272631049156189,0.9299787878990173,0.8067039847373962,0.26316189765930176,0.8763235807418823
3,0.3296835124492645,0.10203009843826294,0.9307076930999756,1.2541835308074951,0.3482547700405121,0.8130134344100952
4,0.32618287205696106,0.1012578085064888,0.932032585144043,0.8660717010498047,0.2647230327129364,0.8664678931236267
5,0.3260881304740906,0.10126439481973648,0.9323849081993103,1.1450015306472778,0.34270963072776794,0.8601263165473938
6,0.3225664496421814,0.09970322251319885,0.9336333274841309,1.097505807876587,0.32134702801704407,0.8424234390258789
7,0.3183961808681488,0.09844644367694855,0.9353988766670227,0.7717958092689514,0.24678614735603333,0.8609648942947388
8,0.31980273127555847,0.09880561381578445,0.9349180459976196,0.6769291758537292,0.2221696376800537,0.8970167636871338
9,0.3160814642906189,0.09789185225963593,0.9361838698387146,0.7681467533111572,0.2557501494884491,0.8664911389350891
10,0.31399333477020264,0.09687550365924835,0.9373598098754883,0.677302360534668,0.2200302630662918,0.8950259685516357
11,0.313434898853302,0.09668707102537155,0.9374901652336121,1.360805869102478,0.3864313066005707,0.8416562080383301
12,0.31147974729537964,0.0960104689002037,0.9380401372909546,1.1399366855621338,0.3318202793598175,0.8488489389419556
13,0.312519907951355,0.09646043926477432,0.937853991985321,1.220871925354004,0.35295844078063965,0.8432061076164246
14,0.3072696328163147,0.0950513482093811,0.9395400285720825,1.3040882349014282,0.35590860247612,0.8222707509994507
15,0.3043185770511627,0.09406937658786774,0.9409850239753723,1.3926516771316528,0.35238125920295715,0.8024947047233582
16,0.303457111120224,0.09402884542942047,0.9410400390625,0.7818397283554077,0.24469366669654846,0.8866716623306274
17,0.303326815366745,0.09370551258325577,0.9414520263671875,0.8722666501998901,0.2731255888938904,0.8771155476570129
18,0.30159664154052734,0.0929543748497963,0.9420017004013062,1.1599878072738647,0.32303303480148315,0.8387980461120605
19,0.30178311467170715,0.09318201243877411,0.9415751099586487,0.9186632633209229,0.28459540009498596,0.8831062316894531
